Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,_EVT_mean,_EVT_media,_EVT_major,LF20_EVT_2,LF20_EVT_1,LF20_EVT_3,LF20_EVT_4,LF20_EVT_5,LF20_EVT_6,LF20_EVT_7,LF20_EVT_8,LF20_EVT_9,LF20_EVT10,LF20_EVT11,LF20_EVT12,LF20_EVT13,LF20_EVT14,LF20_EVT15,LF20_EVT16,LF20_EVT17,LF20_EVT18,dist_pole,x,y
CO3768910866020090807,,NARRAGUINNEP,Wildfire,"18105",MTBS,Extended,"7798","37.689","-108.660",2009/08/07,"503503420070908","503503420100916",,"-33","-9999","-970","-150","-15","155","353",,7151.563194107402524,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.016086978111486,-108.6574352346,37.6819935205
CO3840110850120090829,,TABAGUACHE CREEK,Wildfire,"18102",MTBS,Initial,"1002","38.401","-108.501",2009/08/29,"503603320060928","503603320091006",,"-1","-9999","-970","-150","101","348","631",,7185.961632290973284,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.006687175141856,-108.4988901771,38.4035912215
CO3709110727020091016,,GEORGE RX,Prescribed Fire,"17615",MTBS,Initial,"1304","37.091","-107.270",2009/10/16,"503403420060930","503403420091024",,"-44","-9999","-970","-150","-9999","99","238",Burn scar indistinct.,7205.666268554854469,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.008485200477403,-107.2671382003,37.0879154431
CO3935510767920100507,,RESERVOIR GULCH RX,Prescribed Fire,"18670",MTBS,Initial,"1069","39.355","-107.679",2010/05/07,"503503320090508","503503320100527",,"-36","-9999","-970","-150","30","350","9999",,7117.380962256324892,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.006943416013115,-107.6716440040,39.3561894580
CO3812310818320100522,,BEAVER,Wildfire,"18674",MTBS,Initial,"2496","38.123","-108.183",2010/05/22,"503503420080622","503503420100628",,"-15","-9999","-970","-150","70","320","600",,7158.231420424166572,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.012067585523901,-108.1661174975,38.1318984028
NM3696310515520100523,,H12,Wildfire,"19683",MTBS,Extended,"4393","36.963","-105.155",2010/05/23,"503303420091001","503303420101020",,"-9","-9999","-970","-150","50","313","600",,7099.605931774471173,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.014023099005299,-105.1595570257,36.9503433264
NM3586210676620100601,,RIO,Wildfire,"19169",MTBS,Extended,"1344","35.862","-106.766",2010/06/01,"503403520080615","503403520110624",,"-26","-9999","-970","-150","100","229","410",,7075.228032434221859,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.005643261564446,-106.7701147538,35.8588755741
CO3781310546020100606,,MEDANO,Wildfire,"19154",MTBS,Extended,"4887","37.813","-105.460",2010/06/06,"503303420091001","503303420101020",,"-32","-9999","-970","-225","40","309","600",Hard to delineate perimeter due to shadows.,7117.162738853503470,7055.000000000000000,7011.000000000000000,Rocky Mountain Aspen Forest and Woodland,"7011","2011",Tr Rocky Mountain Aspen Forest and Woodland,Tree,Hardwood,"602","Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,"192","255","138","0.752941","1.000000","0.541176",0.010369256851520,-105.4579285357,37.8288387096
NM3606710641620100610,,SOUTH FORK,Wildfire,"19170",MTBS,Extended,"12585","36.067","-106.416",2010/06/10,"503403520080615","503403520110624",,"-3","-9999","-970","-150","100","240","430",,7089.383070073147792,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.017365176461937,-106.3827284083,36.0825293353
CO3970610755420100628,,MEADOW CREEK,Prescribed Fire,"18673",MTBS,Extended,"1432","39.706","-107.554",2010/06/28,"503503220090727","503503220110701",,"-23","-9999","-970","-150","70","293","550",,7121.403759515302227,7051.000000000000000,7011.000000000000000,Rocky Mountain Aspen Forest and Woodland,"7011","2011",Tr Rocky Mountain Aspen Forest and Woodland,Tree,Hardwood,"602","Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,"192","255","138","0.752941","1.000000","0.541176",0.005798960499404,-107.5479553412,39.7124833240
NM3637810680020100708,,GRAVE,Wildfire,"19171",MTBS,Extended,"1917","36.378","-106.800",2010/07/08,"503403520080615","503403520110624",,"8","-9999","-970","-150","20","160","9999",,7058.355751391465674,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.012581431483835,-106.7997378807,36.3774777829
CO3872810860220100712,,DOMINGUEZ,Wildfire,"18746",MTBS,Initial,"2104","38.728","-108.602",2010/07/12,"503503320090711","503503320100714",,"26","-9999","-970","-150","100","250","450",,7114.363270919285242,7064.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.006607878046654,-108.6046212064,38.7288208682
CO4005110538520100906,,FOURMILE CANYON,Wildfire,"19153",MTBS,Extended,"5865","40.051","-105.385",2010/09/06,"503403220100621","503403220110624","503403220100925","7","-9999","-970","-150","50","191","375",,7304.025545785324539,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.014269171701555,-105.3939315677,40.0535796912
NM3679010611020101008,,DRY LAKES II RX,Prescribed Fire,"10004098",MTBS,Initial,"1642","36.616","-106.028",2010/10/08,"503303520091001","503403420101011",,"-10","33","-970","-150","-9999","9999","9999",,7068.235548937322164,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.010724664189678,-106.0289101948,36.6204667110
NM3577510672020101009,,VIRGIN CANYON,Wildfire,"19172",MTBS,Extended,"1697","35.775","-106.720",2010/10/09,"503403520100605","503403520110624",,"16","-9999","-970","-150","70","191","360",,7068.104684637529317,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.008352672194024,-106.7149433341,35.7845197808
CO3709810719920101012,,REDONDA II RX,Prescribed Fire,"18606",MTBS,Extended,"1226","37.098","-107.199",2010/10/12,"503403420100605","503403420110608",,"-6","-9999","-970","-150","10","250","9999",,7110.366105377512213,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.008994479055250,-107.1970857600,37.0931975644
CO3976210526320110320,,INDIAN GULCH FIRE,Wildfire,"2867",MTBS,Initial,"1640","39.755","-105.268",2011/03/20,"503403220100418","503403220110421",,"-20","-9999","-970","-150","40","293","570",,7478.027107617240290,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.009529755152327,-105.2707832144,39.7541967196
CO4053710538120110401,,CRYSTAL FIRE,Wildfire,"2868",MTBS,Extended,"2855","40.559","-105.313",2011/04/01,"503403220100723","703403220120805",,"34","-9999","-970","-150","85","257","473",,7750.566158156912024,7107.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.007083940542999,-105.3321319588,40.5572429323
NM3700010423620110526,,BEAR,Wildfire,"3967",MTBS,Initial,"6585","37.035","-104.243",2011/05/26,"503203420100623","503203420110610",,"60","-9999","-970","-150","180","372","620",,7473.439712239935034,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.017618789894248,-104.2476920073,37.0420579084
CO3823310568320110612,,DUCKETT,Wildfire,"2861",MTBS,Extended,"4705","38.255","-105.66",2011/06/12,"503403320100925","703403320120922",,"57","-9999","-970","-150","110","268","475",,7363.090943467574107,7059.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.012186979894771,-105.6555691155,38.2411242716
NM3692010445620110612,,TRACK,Wildfire,"3966",MTBS,Initial,"28893","36.977","-104.411",2011/06/12,"503203420110610","503203420110626",,"12","-9999","-970","-150","70","300","550",,7603.818193712240827,7146.000000000000000,7146.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,"7146","2146",He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,"617",Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"171","145","106","0.670588","0.568627","0.415686",0.038124375208236,-104.3936940990,36.9914581682
NM3581210583720110618,,PACHECO,Wildfire,"3961",MTBS,Extended,"9790","35.846","-105.8",2011/06/18,"503303520110617","703303520120611",,"8","-9999","-970","-150","50","232","450",,7077.527044225262216,7054.000000000000000,7051.000000000000000,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,"7051","2051",Tr Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,Conifer,"625",Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,"0","51","0","0.000000","0.200000","0.000000",0.023611317258469,-105.8018562233,35.8425034252
NM3581210654120110626,,LAS CONCHAS,Wildfire,"3962",MTBS,Extended,"150874","35.87","-106.423",2011/06/26,"503403520110624","703403520120618","503403520110928","-5","-9999","-970","-150","5","177","380",,7155.167918092762193,7059.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.070943985488430,-106.4210752501,35.7873013645
CO3825210820820110803,,BIG A,Wildfire,"2862",MTBS,Initial,"1038","38.254","-108.192",2011/08/03,"503503320100916","503503320110903",,"5","-9999","-970","-150","55","144","283",,7085.334333476211214,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.007766866782532,-108.1911491151,38.2555803249
NM3572810657220110817,,GUACAMALLA,Wildfire,"3959",MTBS,Extended,"1833","35.726","-106.59",2011/08/17,"503403520110624","703403520120618","503403520110928","-10","-9999","-970","-150","30","197","400",,7072.547991748574532,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.007218949459728,-106.5736738315,35.7350701589
WY4195210526420110821,,SQUAW MTN,Wildfire,"4453",MTBS,Extended,"14379","41.931","-105.232",2011/08/21,"503403120110811","703403120120618",,"40","-9999","-970","-150","80","204","384",,7258.631302196102297,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.029220750665975,-105.2325578857,41.9242574992
WY4182510535820110830,,CHRISTNICK,Wildfire,"4452",MTBS,Extended,"2714","41.82","-105.324",2011/08/30,"503403120110811","703403120120618",,"-13","-9999","-970","-150","35","227","452",,7307.501884936895294,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.012138577382628,-105.3178242322,41.8206215133
CO3943610521720120326,,LOWER NORTH FORK FIRE,Wildfire,"1301",MTBS,Extended,"3436","39.45","-105.191",2012/03/26,"503303320100918","803303320130926","703303320120408","11","-9999","-970","-150","70","267","500",,7426.412896953986092,7107.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.013051377982206,-105.2021294819,39.4534598643
CO3740210724320120513,,LITTLE SAND,Wildfire,"1351",MTBS,Extended,"26240","37.426","-107.283",2012/05/13,"503403420110624","703403420130621","703403420120720","55","-9999","-970","-150","100","310","560",,7090.543669491525179,7052.000000000000000,7011.000000000000000,Rocky Mountain Aspen Forest and Woodland,"7011","2011",Tr Rocky Mountain Aspen Forest and Woodland,Tree,Hardwood,"602","Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,"192","255","138","0.752941","1.000000","0.541176",0.039562575519744,-107.2797259189,37.4355422146
WY4218410537620120603,,COW CAMP,Wildfire,"1255",MTBS,Extended,"8567","42.177","-105.368",2012/06/04,"503403120100621","703403120130621","703403120120618","93","-9999","-970","-150","50","313","600",,7260.693606629776696,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.025290006779633,-105.3721721850,42.1736076146
CO4058910540420120609,,HIGH PARK,Wildfire,"1314",MTBS,Extended,"90769","40.658","-105.357",2012/06/09,"503403220110912","803403220130901","703403220121008","7","-9999","-970","-150","80","265","490",,7291.379042513311106,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.072174227177592,-105.3470067423,40.6487744688
CO3894510543620120617,,SPRINGER,Wildfire,"1302",MTBS,Extended,"1665","38.947","-105.427",2012/06/17,"503303320100918","803303320130926","703303320120713","14","-9999","-970","-150","90","172","310",,7173.034183469088021,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.009694237237983,-105.4179273617,38.9408701529
WY4249510588020120617,,RUSSELS CAMP,Wildfire,"1348",MTBS,Extended,"5811","42.52","-105.832",2012/06/17,"503503020100714","803503020130620",,"38","-9999","-970","-150","120","237","410",,7118.854812772799960,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.016320220581759,-105.8414302281,42.5096598057
CO3888410493320120623,,WALDO CANYON,Wildfire,"1304",MTBS,Extended,"20112","38.928","-104.939",2012/06/23,"503303320100918","803303320130926","703303320120713","51","-9999","-970","-150","70","229","430",,7244.683789701849491,7086.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.035972425380268,-104.9427542442,38.9312835898
WY4220110549020120627,,ARAPAHO,Wildfire,"1259",MTBS,Extended,"100043","42.214","-105.406",2012/06/27,"503403120100621","703403120130621","703403120120805","-42","-9999","-970","-150","70","310","580",,7240.155255008925451,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.054026079293333,-105.4566423727,42.1946332209
WY4228410519420120627,,FISH CREEK #2,Wildfire,"1261",MTBS,Initial,"1168","42.287","-105.171",2012/06/27,"503403120110811","703403120120805",,"37","-9999","-970","-150","65","324","610",,7185.967803391122288,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.007607213182695,-105.1588544879,42.2857957009
WY4112010606920120630,,SQUIRREL CREEK,Wildfire,"1264",MTBS,Extended,"10768","41.154","-106.057",2012/06/30,"503403120110811","703403120130621","703403120120805","-42","-9999","-970","-150","50","313","600",,7212.950207640337794,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.020314650510008,-106.0440953826,41.1310584531
WY4274510566020120810,,LITTLE BOX ELDER,Wildfire,"1347",MTBS,Extended,"6329","42.752","-105.687",2012/08/10,"503403020100723","803403020130715",,"19","-9999","-970","-150","70","229","430",,7161.069807476110327,7125.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",0.016847721172850,-105.7155502777,42.7513751715
WY4271110631220120909,,SHEEP HERDER HILL COMPLEX,Wildfire,"1268",MTBS,Extended,"10759","42.734","-106.238",2012/09/09,"503503020110818","703503020130730",,"5","-9999","-970","-150","50","313","600",,7286.659060846561260,7126.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.022469387448925,-106.2134876639,42.7366585925
CO4036110556320121009,,FERN LAKE,Wildfire,"1306",MTBS,Extended,"2549","40.358","-105.666",2012/10/09,"503403220100925","803403220130917",,"70","-9999","-970","-150","100","251","450",,7124.981523444308550,7055.000000000000000,7126.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,"7126","2126",Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"219","140","37","0.858824","0.549020","0.145098",0.010021816492892,-105.6717308925,40.3602093657
CO3741010757920121016,,VALLECITO,Wildfire,"1327",MTBS,Extended,"2764","37.418","-107.583",2012/10/12,"503503420110701","803503420130620",,"58","-9999","-970","-150","150","307","520",,7157.150917578879671,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.009566458145909,-107.5819202495,37.4151901847
CO3817710507320121023,,WETMORE,Wildfire,"1305",MTBS,Extended,"2293","38.216","-105.065",2012/10/23,"503303320100918","803303320130926",,"23","-9999","-970","-150","150","286","480",,7138.570334464372536,7107.000000000000000,7107.000000000000000,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,"7107","2107",Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,"612",Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"245","175","54","0.960784","0.686275","0.211765",0.007864361045821,-105.0810594237,38.2081580725
CO4056810518720130315,,GALENA FIRE,Wildfire,"20880",MTBS,Initial,"1319","40.568","-105.176",2013/03/15,"503403220100317","703403220130317",,"-42","-9999","-970","-150","20","9999","9999",,7341.127971674253786,7147.000000000000000,7147.000000000000000,Western Great Plains Foothill and Piedmont Grassland,"7147","2147",He Western Great Plains Foothill and Piedmont Grassland,Herb,Grassland,"617",Grassland,SRM 604: Bluestem-Grama Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","157","77","1.000000","0.615686","0.301961",0.007982805626345,-105.1728170226,40.5657179753
NM3571510568020130530,,TRES LAGUNAS,Wildfire,"20773",MTBS,Extended,"5832","35.727","-105.671",2013/05/30,"503303520110617","803303520140609",,"30","-9999","-970","-150","50","302","580",,7091.680009157858876,7054.000000000000000,7054.000000000000000,Southern Rocky Mountain Ponderosa Pine Woodland,"7054","2054",Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",0.017338914265953,-105.6677780832,35.7259101304
